flyID,in:WWRSouth,in:SillHT,in:WindowHT,in:BalconyDepth,in:Split,out:Effectivedepth,out:ZoneMeetsDF1,out:AreameetingTargetlvl,out:DFdata,out:SVdata
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth0.15_Split1,0.1,0.15,1,0.15,1,0,False,0,0.08;0.08;0.09;0.09;0.09;0.09;0.09;0.14;0.08;0.09;0.1;0.11;0.13;0.13;0.14;0.14;0.08;0.09;0.1;0.12;0.13;0.14;0.14;0.14;0.09;0.09;0.1;0.12;0.13;0.14;0.15;0.14;0.09;0.09;0.09;0.12;0.13;0.15;0.15;0.14;0.09;0.09;0.09;0.11;0.15;0.15;0.15;0.15;0.09;0.09;0.09;0.1;0.16;0.16;0.15;0.15;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.08;0.11;0.1;0.08;0.09;0.12;0.14;0.13;0.13;0.12;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;,31.01;31.01;31.01;31.01;31.69;31.01;31.01;31.69;31.69;33.02;31.01;31.69;32.37;33.02;33.78;31.69;33.02;33.02;33.78;33.78;33.02;33.78;33.78;33.78;34.42;33.78;33.78;33.78;34.42;34.42;33.78;33.78;34.42;34.42;35.07;33.78;34.42;34.42;35.07;35.72;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth0.75_Split0,0.1,0.15,1,0.75,0,0,False,0,0.44;0.46;0.47;0.48;0.5;0.51;0.52;0.88;0.45;0.48;0.6;0.69;0.77;0.84;0.89;0.88;0.45;0.47;0.59;0.69;0.78;0.84;0.9;0.87;0.46;0.47;0.57;0.69;0.78;0.86;0.9;0.87;0.46;0.48;0.5;0.67;0.8;0.91;0.89;0.87;0.47;0.48;0.49;0.59;0.86;0.92;0.89;0.86;0.47;0.48;0.5;0.51;0.94;0.91;0.88;0.86;0.25;0.26;0.26;0.26;0.27;0.27;0.28;0.31;0.25;0.25;0.27;0.28;0.29;0.3;0.31;0.3;0.24;0.24;0.26;0.27;0.28;0.29;0.3;0.3;0.23;0.24;0.25;0.27;0.28;0.29;0.29;0.29;0.23;0.23;0.24;0.26;0.27;0.28;0.28;0.28;0.22;0.22;0.23;0.24;0.27;0.27;0.27;0.27;0.21;0.22;0.22;0.23;0.27;0.27;0.26;0.26;0.12;0.12;0.12;0.13;0.13;0.13;0.13;0.16;0.12;0.12;0.13;0.14;0.14;0.15;0.15;0.15;0.44;0.67;0.57;0.44;0.49;0.73;0.9;0.88;0.85;0.79;0.11;0.13;0.12;0.13;0.14;0.15;0.15;0.15;0.15;0.14;,31.01;28.89;28.25;24.79;18.54;30.46;26.93;27.58;20.71;6.12;29.03;26.22;25.51;21.22;7.44;29.71;26.89;26.2;24.16;15.07;30.36;29.01;27.68;25.6;17.9;31.11;29.66;28.95;22.74;6.81;31.11;29.64;28.21;23.39;8.8;31.66;30.87;30.19;28.15;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth0.75_Split1,0.1,0.15,1,0.75,1,0,False,0,0.13;0.14;0.14;0.14;0.15;0.15;0.15;0.16;0.13;0.14;0.15;0.16;0.16;0.17;0.17;0.16;0.14;0.14;0.15;0.16;0.17;0.17;0.17;0.16;0.14;0.14;0.15;0.16;0.17;0.17;0.17;0.16;0.14;0.14;0.15;0.16;0.17;0.18;0.17;0.17;0.14;0.15;0.15;0.16;0.18;0.18;0.17;0.17;0.14;0.15;0.15;0.15;0.18;0.18;0.17;0.17;0.07;0.07;0.07;0.07;0.08;0.08;0.08;0.07;0.07;0.07;0.07;0.07;0.08;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.06;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.07;0.06;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.06;0.06;0.06;0.06;0.07;0.07;0.07;0.06;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.13;0.15;0.15;0.13;0.14;0.16;0.16;0.16;0.16;0.16;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;,31.01;28.89;28.25;24.79;18.54;30.46;26.93;27.58;20.71;6.12;29.03;26.22;25.51;21.22;7.44;29.71;26.89;26.2;24.16;15.07;30.36;29.01;27.68;25.6;17.9;31.11;29.66;28.95;22.74;6.81;31.11;29.64;28.21;23.39;8.8;31.66;30.87;30.19;28.15;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth0.45_Split0,0.1,0.15,1,0.45,0,0,False,0,0.17;0.18;0.18;0.19;0.19;0.2;0.2;0.58;0.17;0.19;0.29;0.38;0.46;0.52;0.59;0.58;0.17;0.18;0.28;0.38;0.46;0.53;0.6;0.59;0.17;0.18;0.26;0.37;0.47;0.56;0.61;0.59;0.18;0.18;0.2;0.36;0.49;0.62;0.61;0.59;0.18;0.18;0.19;0.28;0.57;0.63;0.62;0.6;0.18;0.18;0.19;0.19;0.66;0.64;0.62;0.6;0.1;0.1;0.1;0.1;0.1;0.11;0.11;0.14;0.09;0.1;0.11;0.12;0.13;0.13;0.14;0.14;0.09;0.09;0.11;0.12;0.12;0.13;0.13;0.13;0.09;0.09;0.1;0.11;0.12;0.13;0.13;0.13;0.09;0.09;0.09;0.11;0.12;0.13;0.13;0.12;0.09;0.09;0.09;0.1;0.12;0.13;0.12;0.12;0.08;0.09;0.09;0.09;0.12;0.12;0.12;0.12;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.03;0.03;0.04;0.04;0.03;0.03;0.03;0.03;0.17;0.36;0.27;0.17;0.2;0.41;0.58;0.57;0.53;0.46;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;,31.01;31.01;31.01;28.25;24.11;30.46;29.74;30.42;25.51;15.14;29.03;29.71;29.71;26.13;15.9;29.71;30.36;30.36;27.67;21.35;30.36;31.84;31.84;29.1;24.18;31.11;31.82;32.5;26.88;15.9;31.11;31.79;31.76;27.53;16.56;31.66;32.31;32.31;30.84;26.14;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth0.45_Split1,0.1,0.15,1,0.45,1,0,False,0,0.28;0.29;0.3;0.31;0.31;0.32;0.33;0.31;0.29;0.3;0.31;0.32;0.33;0.33;0.32;0.31;0.29;0.3;0.32;0.33;0.33;0.33;0.32;0.31;0.29;0.3;0.32;0.33;0.33;0.33;0.32;0.31;0.3;0.31;0.32;0.33;0.34;0.33;0.32;0.31;0.3;0.31;0.32;0.33;0.34;0.33;0.32;0.31;0.31;0.31;0.32;0.33;0.35;0.34;0.33;0.32;0.21;0.22;0.22;0.23;0.23;0.24;0.24;0.17;0.21;0.21;0.21;0.21;0.2;0.19;0.18;0.17;0.2;0.21;0.21;0.21;0.2;0.19;0.17;0.17;0.2;0.21;0.21;0.2;0.19;0.18;0.17;0.16;0.2;0.2;0.21;0.2;0.19;0.17;0.16;0.16;0.19;0.2;0.2;0.2;0.18;0.17;0.16;0.16;0.19;0.19;0.2;0.2;0.17;0.16;0.16;0.15;0.06;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.07;0.28;0.32;0.31;0.28;0.29;0.32;0.31;0.3;0.32;0.32;0.06;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.07;0.07;,31.01;31.01;31.01;28.25;24.11;30.46;29.74;30.42;25.51;15.14;29.03;29.71;29.71;26.13;15.9;29.71;30.36;30.36;27.67;21.35;30.36;31.84;31.84;29.1;24.18;31.11;31.82;32.5;26.88;15.9;31.11;31.79;31.76;27.53;16.56;31.66;32.31;32.31;30.84;26.14;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth1.05_Split0,0.1,0.15,1,1.05,0,0,False,0,0.11;0.11;0.11;0.12;0.12;0.12;0.13;0.52;0.11;0.13;0.22;0.31;0.38;0.45;0.52;0.51;0.11;0.11;0.21;0.3;0.38;0.46;0.53;0.51;0.11;0.12;0.19;0.3;0.39;0.47;0.52;0.51;0.11;0.12;0.13;0.28;0.4;0.52;0.52;0.5;0.11;0.12;0.12;0.21;0.47;0.53;0.52;0.5;0.12;0.12;0.12;0.13;0.55;0.53;0.51;0.5;0.06;0.06;0.06;0.06;0.06;0.07;0.07;0.1;0.06;0.06;0.07;0.08;0.08;0.09;0.09;0.1;0.06;0.06;0.07;0.07;0.08;0.09;0.09;0.09;0.06;0.06;0.06;0.07;0.08;0.09;0.09;0.09;0.05;0.06;0.06;0.07;0.08;0.09;0.09;0.09;0.05;0.05;0.06;0.06;0.08;0.09;0.08;0.08;0.05;0.05;0.05;0.06;0.08;0.08;0.08;0.08;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.11;0.29;0.21;0.11;0.14;0.35;0.53;0.52;0.47;0.4;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.02;,28.25;27.43;24.79;22.02;17.21;27.66;25.47;24.02;16.58;4.79;25.54;25.51;21.3;16.44;6.12;26.2;26.2;22.02;20.75;14.4;26.85;27.62;24.25;22.18;16.57;28.27;28.27;26.15;19.36;5.48;28.27;28.93;25.4;20.01;8.13;29.54;30.19;28.8;26.14;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth1.05_Split1,0.1,0.15,1,1.05,1,0,False,0,0.12;0.12;0.12;0.13;0.13;0.13;0.13;0.2;0.12;0.12;0.15;0.16;0.18;0.19;0.2;0.2;0.11;0.12;0.14;0.16;0.18;0.19;0.2;0.2;0.11;0.11;0.13;0.16;0.18;0.19;0.2;0.2;0.11;0.11;0.12;0.15;0.18;0.21;0.2;0.19;0.11;0.11;0.11;0.13;0.19;0.21;0.2;0.19;0.1;0.11;0.11;0.11;0.21;0.21;0.2;0.19;0.09;0.09;0.09;0.09;0.1;0.1;0.1;0.07;0.09;0.09;0.09;0.09;0.08;0.08;0.07;0.07;0.09;0.09;0.09;0.08;0.08;0.08;0.07;0.07;0.08;0.09;0.08;0.08;0.08;0.07;0.07;0.07;0.08;0.08;0.08;0.08;0.08;0.07;0.07;0.07;0.08;0.08;0.08;0.08;0.07;0.07;0.07;0.06;0.08;0.08;0.08;0.08;0.07;0.07;0.06;0.06;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.12;0.16;0.15;0.12;0.13;0.18;0.2;0.2;0.2;0.19;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;,28.25;27.43;24.79;22.02;17.21;27.66;25.47;24.02;16.58;4.79;25.54;25.51;21.3;16.44;6.12;26.2;26.2;22.02;20.75;14.4;26.85;27.62;24.25;22.18;16.57;28.27;28.27;26.15;19.36;5.48;28.27;28.93;25.4;20.01;8.13;29.54;30.19;28.8;26.14;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth1.8_Split0,0.1,0.15,1,1.8,0,0,False,0,0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.48;0.04;0.06;0.14;0.22;0.3;0.38;0.46;0.47;0.04;0.04;0.13;0.22;0.3;0.38;0.46;0.46;0.04;0.04;0.11;0.21;0.3;0.39;0.45;0.44;0.04;0.04;0.05;0.19;0.3;0.43;0.43;0.43;0.04;0.04;0.04;0.12;0.36;0.43;0.42;0.42;0.04;0.04;0.04;0.04;0.42;0.41;0.41;0.4;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.09;0.04;0.04;0.05;0.06;0.07;0.08;0.09;0.09;0.04;0.04;0.05;0.06;0.07;0.08;0.09;0.08;0.04;0.04;0.05;0.06;0.07;0.08;0.08;0.08;0.04;0.04;0.04;0.06;0.07;0.08;0.08;0.08;0.04;0.04;0.04;0.05;0.07;0.08;0.08;0.08;0.04;0.04;0.04;0.04;0.08;0.08;0.08;0.07;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.01;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.04;0.22;0.13;0.04;0.07;0.28;0.49;0.5;0.41;0.34;0.01;0.02;0.01;0.02;0.03;0.03;0.03;0.03;0.03;0.02;,25.45;24.73;22.13;17.8;15.19;25.59;20.67;19.24;8.25;2.77;22.08;20.72;16.52;9.61;4.1;22.71;20.73;17.31;13.71;13.05;23.36;23.5;20.3;16.47;15.24;25.46;24.12;22.12;12.36;4.16;26.85;24.78;21.38;13.76;6.81;28.15;26.79;25.49;23.34;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.0_BalconyDepth1.8_Split1,0.1,0.15,1,1.8,1,0,False,0,0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.12;0.04;0.05;0.06;0.08;0.09;0.1;0.12;0.12;0.05;0.05;0.06;0.07;0.09;0.1;0.12;0.12;0.05;0.05;0.06;0.07;0.09;0.1;0.11;0.11;0.05;0.05;0.05;0.07;0.09;0.11;0.11;0.11;0.05;0.05;0.05;0.06;0.09;0.1;0.1;0.11;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.08;0.06;0.04;0.05;0.09;0.12;0.13;0.11;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;,25.45;24.73;22.13;17.8;15.19;25.59;20.67;19.24;8.25;2.77;22.08;20.72;16.52;9.61;4.1;22.71;20.73;17.31;13.71;13.05;23.36;23.5;20.3;16.47;15.24;25.46;24.12;22.12;12.36;4.16;26.85;24.78;21.38;13.76;6.81;28.15;26.79;25.49;23.34;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0_Split0,0.1,0.15,1.2,0,0,0,False,0,0.1;0.11;0.11;0.11;0.12;0.12;0.12;0.55;0.1;0.13;0.23;0.32;0.41;0.48;0.55;0.55;0.1;0.11;0.22;0.32;0.41;0.49;0.57;0.55;0.1;0.11;0.2;0.31;0.41;0.51;0.57;0.55;0.11;0.11;0.13;0.29;0.43;0.57;0.57;0.55;0.11;0.11;0.11;0.21;0.51;0.59;0.57;0.55;0.11;0.11;0.11;0.12;0.6;0.58;0.57;0.55;0.08;0.08;0.08;0.08;0.09;0.09;0.09;0.13;0.08;0.08;0.09;0.1;0.11;0.12;0.13;0.13;0.08;0.08;0.09;0.1;0.11;0.11;0.12;0.12;0.07;0.08;0.08;0.09;0.1;0.11;0.12;0.12;0.07;0.07;0.08;0.09;0.1;0.11;0.12;0.12;0.07;0.07;0.07;0.08;0.1;0.11;0.11;0.11;0.07;0.07;0.07;0.07;0.11;0.11;0.11;0.11;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.11;0.3;0.21;0.1;0.14;0.36;0.56;0.55;0.49;0.42;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;,31.01;31.01;31.01;31.01;31.69;31.01;31.01;31.69;31.69;33.02;31.01;31.69;32.37;33.02;33.78;31.69;33.02;33.02;33.78;33.78;33.02;33.78;33.78;33.78;34.42;33.78;33.78;33.78;34.42;34.42;33.78;33.78;34.42;34.42;35.07;33.78;34.42;34.42;35.07;35.72;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0_Split1,0.1,0.15,1.2,0,1,0,False,0,0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.29;0.08;0.09;0.13;0.17;0.2;0.24;0.27;0.28;0.08;0.08;0.12;0.16;0.2;0.23;0.27;0.27;0.08;0.08;0.11;0.15;0.19;0.23;0.26;0.26;0.08;0.08;0.08;0.14;0.19;0.25;0.25;0.25;0.08;0.08;0.08;0.11;0.22;0.25;0.25;0.24;0.07;0.07;0.07;0.08;0.24;0.24;0.24;0.24;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.09;0.17;0.13;0.09;0.1;0.2;0.29;0.29;0.26;0.22;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;,31.01;31.01;31.01;31.01;31.69;31.01;31.01;31.69;31.69;33.02;31.01;31.69;32.37;33.02;33.78;31.69;33.02;33.02;33.78;33.78;33.02;33.78;33.78;33.78;34.42;33.78;33.78;33.78;34.42;34.42;33.78;33.78;34.42;34.42;35.07;33.78;34.42;34.42;35.07;35.72;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0.15_Split0,0.1,0.15,1.2,0.15,0,0,False,0,0.05;0.05;0.06;0.06;0.06;0.06;0.06;0.5;0.05;0.07;0.17;0.26;0.35;0.43;0.5;0.5;0.05;0.05;0.16;0.26;0.35;0.44;0.52;0.51;0.05;0.05;0.14;0.26;0.36;0.46;0.52;0.51;0.05;0.05;0.07;0.24;0.38;0.53;0.53;0.51;0.05;0.05;0.06;0.16;0.47;0.55;0.53;0.52;0.05;0.05;0.06;0.06;0.57;0.55;0.53;0.52;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.09;0.03;0.04;0.05;0.06;0.07;0.08;0.09;0.09;0.03;0.03;0.05;0.06;0.07;0.08;0.09;0.09;0.03;0.03;0.04;0.05;0.07;0.08;0.08;0.08;0.03;0.03;0.03;0.05;0.06;0.08;0.08;0.08;0.03;0.03;0.03;0.04;0.07;0.08;0.08;0.08;0.03;0.03;0.03;0.03;0.08;0.08;0.08;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.05;0.24;0.16;0.05;0.08;0.3;0.5;0.49;0.43;0.36;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;,31.01;31.01;31.01;31.01;31.69;31.01;31.01;31.69;31.69;33.02;31.01;31.69;32.37;33.02;33.78;31.69;33.02;33.02;33.78;33.78;33.02;33.78;33.78;33.78;34.42;33.78;33.78;33.78;34.42;34.42;33.78;33.78;34.42;34.42;35.07;33.78;34.42;34.42;35.07;35.72;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0.15_Split1,0.1,0.15,1.2,0.15,1,0,False,0,0.11;0.11;0.11;0.11;0.11;0.11;0.12;0.32;0.1;0.11;0.16;0.2;0.24;0.28;0.31;0.31;0.1;0.1;0.15;0.2;0.24;0.28;0.31;0.3;0.1;0.1;0.14;0.19;0.24;0.28;0.31;0.3;0.1;0.1;0.1;0.18;0.24;0.3;0.3;0.29;0.09;0.09;0.1;0.14;0.27;0.3;0.29;0.29;0.09;0.09;0.09;0.09;0.3;0.29;0.29;0.28;0.06;0.06;0.06;0.06;0.07;0.07;0.07;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.05;0.05;0.06;0.06;0.06;0.06;0.05;0.05;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.03;0.11;0.2;0.16;0.11;0.12;0.23;0.33;0.32;0.29;0.26;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;,31.01;31.01;31.01;31.01;31.69;31.01;31.01;31.69;31.69;33.02;31.01;31.69;32.37;33.02;33.78;31.69;33.02;33.02;33.78;33.78;33.02;33.78;33.78;33.78;34.42;33.78;33.78;33.78;34.42;34.42;33.78;33.78;34.42;34.42;35.07;33.78;34.42;34.42;35.07;35.72;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0.75_Split0,0.1,0.15,1.2,0.75,0,0,False,0,0.15;0.15;0.16;0.16;0.17;0.17;0.18;0.58;0.15;0.17;0.27;0.36;0.44;0.52;0.58;0.58;0.15;0.15;0.26;0.36;0.45;0.53;0.6;0.58;0.15;0.15;0.24;0.35;0.45;0.55;0.6;0.58;0.15;0.15;0.17;0.34;0.47;0.61;0.6;0.58;0.15;0.15;0.16;0.26;0.55;0.62;0.6;0.58;0.15;0.15;0.16;0.16;0.64;0.62;0.6;0.58;0.09;0.09;0.1;0.1;0.1;0.1;0.1;0.12;0.09;0.09;0.1;0.11;0.12;0.12;0.12;0.12;0.09;0.09;0.1;0.11;0.11;0.12;0.12;0.12;0.09;0.09;0.1;0.1;0.11;0.12;0.12;0.12;0.08;0.08;0.09;0.1;0.11;0.12;0.12;0.11;0.08;0.08;0.08;0.09;0.11;0.12;0.12;0.11;0.08;0.08;0.08;0.08;0.12;0.12;0.11;0.11;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.15;0.34;0.26;0.15;0.18;0.4;0.59;0.58;0.52;0.46;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;,31.01;28.89;28.25;24.79;18.54;30.46;26.93;27.58;20.71;6.12;29.03;26.22;25.51;21.22;7.44;29.71;26.89;26.2;24.16;15.07;30.36;29.01;27.68;25.6;17.9;31.11;29.66;28.95;22.74;6.81;31.11;29.64;28.21;23.39;8.8;31.66;30.87;30.19;28.15;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0.75_Split1,0.1,0.15,1.2,0.75,1,0,False,0,0.07;0.07;0.07;0.08;0.08;0.08;0.08;0.28;0.07;0.08;0.13;0.17;0.21;0.24;0.28;0.28;0.07;0.07;0.12;0.16;0.2;0.24;0.28;0.27;0.07;0.07;0.11;0.16;0.2;0.24;0.27;0.26;0.07;0.07;0.08;0.15;0.21;0.26;0.26;0.26;0.07;0.07;0.07;0.11;0.23;0.26;0.26;0.25;0.07;0.07;0.07;0.07;0.26;0.26;0.25;0.25;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.07;0.16;0.12;0.07;0.09;0.19;0.29;0.29;0.26;0.22;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.02;,31.01;28.89;28.25;24.79;18.54;30.46;26.93;27.58;20.71;6.12;29.03;26.22;25.51;21.22;7.44;29.71;26.89;26.2;24.16;15.07;30.36;29.01;27.68;25.6;17.9;31.11;29.66;28.95;22.74;6.81;31.11;29.64;28.21;23.39;8.8;31.66;30.87;30.19;28.15;23.34;
WWRSouth0.1_SillHT0.15_WindowHT1.2_BalconyDepth0.45_Split0,0.1,0.15,1.2,0.45,0,0,False,0,,31.01;31.01;31.01;28.25;24.11;30.46;29.74;30.42;25.51;15.14;29.03;29.71;29.71;26.13;15.9;29.71;30.36;30.36;27.67;21.35;30.36;31.84;31.84;29.1;24.18;31.11;31.82;32.5;26.88;15.9;31.11;31.79;31.76;27.53;16.56;31.66;32.31;32.31;30.84;26.14;